id,name,desc,cv,scale,voice_pttid,plot_pttid,bubble_pttid,battle_reel_type,battle_ai_pttid,gender,icon,quality,spine,prefab,skill,skill,skill,skill,skill,skill,skill,lock_skill,lock_skill,lock_skill,lock_skill,lock_skill,lock_skill,lock_skill,lock_skill,lock_skill,final_skill,final_skill,final_skill,type,tags,attributes.hp,attributes.attack,attributes.physical_defence,attributes.magical_defence,attributes.dodge_rate,attributes.hit_rate,attributes.boom_rate,attributes.boom_damage,attributes.anti_boom,attributes.dec_boom_damage,attributes.block_rate,attributes.anti_block_rate,attributes.block_effect,attributes.in_damage_percent,attributes.out_damage_percent,attributes.in_heal_percent,attributes.out_heal_percent,attributes.add_pvp_damage_percent,attributes.dec_pvp_damage_percent,attack_type,crafts.kou_cai,crafts.qiao_shou,crafts.qi_zhi,crafts.ling_hui,crafts.wu_yi,crafts.yi_li,levelup_pttid,levelup_growth,levelup_growth,levelup_growth,levelup_growth,levelup_growth,levelup_growth,levelup_growth,levelup_growth,levelup_growth,levelup_growth,levelup_growth,levelup_growth,levelup_growth,levelup_growth,levelup_growth,levelup_growth,levelup_growth,levelup_growth,levelup_growth,levelup_growth,add_pin_growth,add_star_craft_growth,add_step_growth,relative_position_x,relative_position_y,xinwu,poetries,poetries,add_pin,against_way,ability_introduce,against_actors,against_actors,against_actors,add_step_cost,skins,skins,skins,skins,skins,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,equipment_suites,add_star_pttid,study_growth.attr_type,study_growth.growth,study_growth.attr_type,study_growth.growth,study_growth.attr_type,study_growth.growth,study_growth.attr_type,study_growth.growth,study_growth.attr_type,study_growth.growth,study_growth.attr_type,study_growth.growth,study_growth.attr_type,study_growth.growth,reset_conditions.conditions.type,reset_conditions.conditions.arg,reset_conditions.conditions.arg,reset_conditions.conditions.type,reset_conditions.conditions.arg,reset_conditions.conditions.arg,birthdate,special_frame,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.name_sound,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.name_sound,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.name_sound,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.name_sound,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.name_sound,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.name_sound,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.name_sound,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.name_sound,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.name_sound,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.name_sound,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.name_sound,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.name_sound,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.name_sound,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.name_sound,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.pttid,cover_skills_sounds.name_sound
2242,剑客,,,,1000,,,SKIN_3,10,MALE,touxiang_jianke,3,npc/jianke,prefabs/Actor,20107,20108,99999,60001,,,,,,,,,,,,,,,,TANK,,32073,5428,2809,2809,203,53,305,500,205,0,0,0,500,0,0,0,0,0,0,PHYSICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,文豪,,,,1000,,,SKIN_3,10,MALE,touxiang_wenhao,3,npc/wenhao,prefabs/Actor,20153,20127,99999,60001,,,,,,,,,,,,,,,,DPS,,24055,7134,2171,2171,203,53,305,500,205,0,0,0,500,0,0,0,0,0,0,MAGICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,李萧然,,黑月光,,211,,,SKIN_1,1,MALE,touxiang_lixiaoran,4,npc/lixiaoran,prefabs/Actor,12501,12511,99999,60001,,,,12510,,,,,,,,,125011,125022,125101,DPS,,24055,7134,2171,2171,153,103,405,500,105,0,0,0,500,0,0,0,0,0,0,PHYSICAL,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,-40,,,,,,,,,,,,,,,,8,3,7,9,16,17,24,26,27,28,29,30,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,LEVEL_GE,40,,COST_ITEM,26,1,不详,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,剑客,,,,1000,,,SKIN_3,10,MALE,touxiang_jianke,3,npc/jianke,prefabs/Actor,20107,20108,99999,60001,,,,,,,,,,,,,,,,TANK,,32073,5428,2809,2809,203,53,305,500,205,0,0,0,500,0,0,0,0,0,0,PHYSICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,士兵,,,,1000,,,SKIN_3,10,MALE,touxiang_shibin,3,npc/shibing,prefabs/Actor,20223,99999,60001,,,,,,,,,,,,,,,,,DPS,,24055,7134,2171,2171,153,103,405,500,105,0,0,0,500,0,0,0,0,0,0,PHYSICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247,御史,,,,1000,,,SKIN_3,10,MALE,touxiang_yushi,3,npc/yushi,prefabs/Actor,20151,20125,99999,60001,,,,,,,,,,,,,,,,TANK,,32073,5428,2809,2809,203,53,305,500,205,0,0,0,500,0,0,0,0,0,0,PHYSICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,剑客,,,,1000,,,SKIN_3,10,MALE,touxiang_jianke,3,npc/jianke,prefabs/Actor,20107,20108,99999,60001,,,,,,,,,,,,,,,,TANK,,32073,5428,2809,2809,203,53,305,500,205,0,0,0,500,0,0,0,0,0,0,PHYSICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,李萧然,,黑月光,,211,,,SKIN_1,1,MALE,touxiang_lixiaoran,4,npc/lixiaoran,prefabs/Actor,12501,12511,99999,60001,,,,12510,,,,,,,,,125011,125022,125101,DPS,,24055,7134,2171,2171,153,103,405,500,105,0,0,0,500,0,0,0,0,0,0,PHYSICAL,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,-40,,,,,,,,,,,,,,,,8,3,7,9,16,17,24,26,27,28,29,30,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,LEVEL_GE,40,,COST_ITEM,26,1,不详,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,御史,,,,1000,,,SKIN_3,10,MALE,touxiang_yushi,3,npc/yushi,prefabs/Actor,20151,20125,99999,60001,,,,,,,,,,,,,,,,TANK,,32073,5428,2809,2809,203,53,305,500,205,0,0,0,500,0,0,0,0,0,0,PHYSICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,士兵,,,,1000,,,SKIN_3,10,MALE,touxiang_shibin,3,npc/shibing,prefabs/Actor,20223,99999,60001,,,,,,,,,,,,,,,,,DPS,,24055,7134,2171,2171,153,103,405,500,105,0,0,0,500,0,0,0,0,0,0,PHYSICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
